# File: Kalt_2017_elec_cap_gw_ctry.csv
# Title: Kalt et al. 2021 electricity generation capacity in 2017
# Units: GW
# Description: Bottom-up estimate of electricity generation capacity by country in 2017. Source data has historical years 1980-2017
# Source: SI spreadsheet in Kalt et al. 2021 Data in Brief https://doi.org/10.1016/j.dib.2021.107351
# Column types: cccn
# ----------
Technology,Country,Kalt_reg,2017
Solar PV,Nigeria,Sub-Saharan Africa,0.02
Solar PV,North Korea,Rest of Asia,0.01
Solar PV,Norway,Industrial (Old World),0.04
Solar PV,Oman,Middle East and Northern Africa ,0.01
Solar PV,Pakistan,Rest of Asia,0.73
Solar PV,Panama,Latin America and the Caribbean,0.15
Solar PV,Papua New Guinea,Rest of Asia,0
Solar PV,Paraguay,Latin America and the Caribbean,0
Solar PV,Peru,Latin America and the Caribbean,0.15
Solar PV,Philippines,Rest of Asia,0.89
Solar PV,Poland,Industrial (Old World),0.27
Solar PV,Portugal,Industrial (Old World),0.48
Solar PV,Puerto Rico,Latin America and the Caribbean,0.17
Solar PV,Qatar,Middle East and Northern Africa ,0.01
Solar PV,Réunion,Sub-Saharan Africa,0.19
Solar PV,Romania,Industrial (Old World),1.38
Solar PV,Russia,Former Soviet Union,0.19
Solar PV,Rwanda,Sub-Saharan Africa,0.01
Solar PV,Saudi Arabia,Middle East and Northern Africa ,0.09
Solar PV,Senegal,Sub-Saharan Africa,0.09
Solar PV,Serbia (incl. Kosovo),Industrial (Old World),0.01
Solar PV,Sierra Leone,Sub-Saharan Africa,0
Solar PV,Singapore,Rest of Asia,0.14
Solar PV,Slovakia,Industrial (Old World),0.53
Solar PV,Slovenia,Industrial (Old World),0.24
Solar PV,Solomon Islands,Rest of Asia,0
Solar PV,Somalia,Sub-Saharan Africa,0
Solar PV,South Africa,Sub-Saharan Africa,2.19
Solar PV,South Korea,Industrial (Old World),5.06
Solar PV,South Sudan,Sub-Saharan Africa,0
Solar PV,Spain,Industrial (Old World),4.98
Solar PV,Sri Lanka,Rest of Asia,0.07
Solar PV,Sudan,Sub-Saharan Africa,0.01
Solar PV,Suriname,Latin America and the Caribbean,0.01
Solar PV,Swaziland,Sub-Saharan Africa,0
Solar PV,Sweden,Industrial (Old World),0.23
Solar PV,Switzerland,Industrial (Old World),1.92
Solar PV,Syria,Middle East and Northern Africa ,0
Solar PV,Taiwan,Rest of Asia,1.73
Solar PV,Tajikistan,Former Soviet Union,0
Solar PV,Tanzania,Sub-Saharan Africa,0.01
Solar PV,Thailand,Rest of Asia,2.7
Solar PV,The Gambia,Sub-Saharan Africa,0
Solar PV,Timor-Leste,Rest of Asia,0
Solar PV,Togo,Sub-Saharan Africa,0
Solar PV,Trinidad and Tobago,Latin America and the Caribbean,0
Solar PV,Tunisia,Middle East and Northern Africa ,0.05
Solar PV,Turkey,Industrial (Old World),3.42
Solar PV,Turkmenistan,Former Soviet Union,0
Solar PV,Uganda,Sub-Saharan Africa,0.05
Solar PV,Ukraine,Former Soviet Union,1.15
Solar PV,United Arab Emirates,Middle East and Northern Africa ,0.25
Solar PV,United Kingdom,Industrial (Old World),12.76
Solar PV,United States of America,Industrial (New World),41.27
Solar PV,Uruguay,Latin America and the Caribbean,0.24
Solar PV,USSR (former),Former Soviet Union,
Solar PV,Uzbekistan,Former Soviet Union,0
Solar PV,Venezuela,Latin America and the Caribbean,0
Solar PV,Vietnam,Rest of Asia,0.01
Solar PV,Yemen,Middle East and Northern Africa ,0.4
Solar PV,Zambia,Sub-Saharan Africa,0
Solar PV,Zimbabwe,Sub-Saharan Africa,0.01
Solar CSP,Afghanistan,Rest of Asia,0
Solar CSP,Albania,Industrial (Old World),0
Solar CSP,Algeria,Middle East and Northern Africa ,0.03
Solar CSP,Angola,Sub-Saharan Africa,0
Solar CSP,Argentina,Latin America and the Caribbean,0
Solar CSP,Armenia,Former Soviet Union,0
Solar CSP,Australia,Industrial (New World),0.01
Solar CSP,Austria,Industrial (Old World),0
Solar CSP,Azerbaijan,Former Soviet Union,0
Solar CSP,Bahamas,Latin America and the Caribbean,0
Solar CSP,Bahrain,Middle East and Northern Africa ,0
Solar CSP,Bangladesh,Rest of Asia,0
Solar CSP,Belarus,Former Soviet Union,0
Solar CSP,Belgium,Industrial (Old World),0
Solar CSP,Belize,Latin America and the Caribbean,0
Solar CSP,Benin,Sub-Saharan Africa,0
Solar CSP,Bhutan,Rest of Asia,0
Solar CSP,Bolivia,Latin America and the Caribbean,0
Solar CSP,Bosnia and Herzegovina,Industrial (Old World),0
Solar CSP,Botswana,Sub-Saharan Africa,0
Solar CSP,Brazil,Latin America and the Caribbean,0
Solar CSP,Brunei,Rest of Asia,0
Solar CSP,Bulgaria,Industrial (Old World),0
Solar CSP,Burkina Faso,Sub-Saharan Africa,0
Solar CSP,Burundi,Sub-Saharan Africa,0
Solar CSP,Cambodia,Rest of Asia,0
Solar CSP,Cameroon,Sub-Saharan Africa,0
Solar CSP,Canada,Industrial (New World),0
Solar CSP,Cape Verde,Sub-Saharan Africa,0
Solar CSP,Central African Republic,Sub-Saharan Africa,0
Solar CSP,Chad,Sub-Saharan Africa,0
Solar CSP,Chile,Latin America and the Caribbean,0
Solar CSP,China,China,0.01
Solar CSP,Colombia,Latin America and the Caribbean,0
Solar CSP,Comoros,Sub-Saharan Africa,0
Solar CSP,Congo,Sub-Saharan Africa,0
Solar CSP,"Congo, DR",Sub-Saharan Africa,0
Solar CSP,Costa Rica,Latin America and the Caribbean,0
Solar CSP,Côte d'Ivoire,Sub-Saharan Africa,0
Solar CSP,Croatia,Industrial (Old World),0
Solar CSP,Cuba,Latin America and the Caribbean,0
Solar CSP,Cyprus,Industrial (Old World),0
Solar CSP,Czech Republic,Industrial (Old World),0
Solar CSP,Denmark,Industrial (Old World),0
Solar CSP,Djibouti,Middle East and Northern Africa ,0
Solar CSP,Dominican Republic,Latin America and the Caribbean,0
Solar CSP,Ecuador,Latin America and the Caribbean,0
Solar CSP,Egypt,Middle East and Northern Africa ,0.02
Solar CSP,El Salvador,Latin America and the Caribbean,0
Solar CSP,Equatorial Guinea,Sub-Saharan Africa,0
Solar CSP,Eritrea,Sub-Saharan Africa,0
Solar CSP,Estonia,Former Soviet Union,0
Solar CSP,Ethiopia,Sub-Saharan Africa,0
Solar CSP,Fiji,Rest of Asia,0
Solar CSP,Finland,Industrial (Old World),0
Solar CSP,France,Industrial (Old World),0
Solar CSP,Gabon,Sub-Saharan Africa,0
Solar CSP,Georgia,Former Soviet Union,0
Solar CSP,Germany,Industrial (Old World),0
Solar CSP,Ghana,Sub-Saharan Africa,0
Solar CSP,Greece,Industrial (Old World),0
Solar CSP,Guadeloupe,Latin America and the Caribbean,0
Solar CSP,Guatemala,Latin America and the Caribbean,0
Solar CSP,Guinea,Sub-Saharan Africa,0
Solar CSP,Guinea Bissau,Sub-Saharan Africa,0
Solar CSP,Guyana,Latin America and the Caribbean,0
Solar CSP,Haiti,Latin America and the Caribbean,0
Solar CSP,Honduras,Latin America and the Caribbean,0
Solar CSP,Hong Kong SAR,Rest of Asia,0
Solar CSP,Hungary,Industrial (Old World),0
Solar CSP,Iceland,Industrial (Old World),0
Solar CSP,India,India,0.23
Solar CSP,Indonesia,Rest of Asia,0
Solar CSP,Iran,Middle East and Northern Africa ,0
Solar CSP,Iraq,Middle East and Northern Africa ,0
Solar CSP,Ireland,Industrial (Old World),0
Solar CSP,Israel,Middle East and Northern Africa ,0.01
Solar CSP,Italy,Industrial (Old World),0.01
Solar CSP,Jamaica,Latin America and the Caribbean,0
Solar CSP,Japan,Industrial (Old World),0
Solar CSP,Jordan,Middle East and Northern Africa ,0
Solar CSP,Kazakhstan,Former Soviet Union,0
Solar CSP,Kenya,Sub-Saharan Africa,0
Solar CSP,Kuwait,Middle East and Northern Africa ,0
Solar CSP,Kyrgyzstan,Former Soviet Union,0
Solar CSP,Laos,Rest of Asia,0
Solar CSP,Latvia,Former Soviet Union,0
Solar CSP,Lebanon,Middle East and Northern Africa ,0
Solar CSP,Lesotho,Sub-Saharan Africa,0
Solar CSP,Liberia,Sub-Saharan Africa,0
Solar CSP,Libya,Middle East and Northern Africa ,0
Solar CSP,Lithuania,Former Soviet Union,0
Solar CSP,Luxembourg,Industrial (Old World),0
Solar CSP,"Macedonia, FYR",Industrial (Old World),0
Solar CSP,Madagascar,Sub-Saharan Africa,0
Solar CSP,Malawi,Sub-Saharan Africa,0
Solar CSP,Malaysia,Rest of Asia,0
Solar CSP,Maldives,Rest of Asia,0
Solar CSP,Mali,Sub-Saharan Africa,0
Solar CSP,Malta,Industrial (Old World),0
Solar CSP,Martinique,Latin America and the Caribbean,0
Solar CSP,Mauritania,Sub-Saharan Africa,0
Solar CSP,Mauritius,Sub-Saharan Africa,0
Solar CSP,Mexico,Latin America and the Caribbean,0
Solar CSP,Moldova,Former Soviet Union,0
Solar CSP,Mongolia,Rest of Asia,0
Solar CSP,Montenegro,Industrial (Old World),0
Solar CSP,Morocco,Middle East and Northern Africa ,0.18
Solar CSP,Mozambique,Sub-Saharan Africa,0
Solar CSP,Myanmar,Rest of Asia,0
Solar CSP,Namibia,Sub-Saharan Africa,0
Solar CSP,Nepal,Rest of Asia,0
Solar CSP,Netherlands,Industrial (Old World),0
Solar CSP,New Zealand,Industrial (New World),0
Solar CSP,Nicaragua,Latin America and the Caribbean,0
Solar CSP,Niger,Sub-Saharan Africa,0
Solar CSP,Nigeria,Sub-Saharan Africa,0
Solar CSP,North Korea,Rest of Asia,0
Solar CSP,Norway,Industrial (Old World),0
Solar CSP,Oman,Middle East and Northern Africa ,0
Solar CSP,Pakistan,Rest of Asia,0
Solar CSP,Panama,Latin America and the Caribbean,0
Solar CSP,Papua New Guinea,Rest of Asia,0
Solar CSP,Paraguay,Latin America and the Caribbean,0
Solar CSP,Peru,Latin America and the Caribbean,0
Solar CSP,Philippines,Rest of Asia,0
Solar CSP,Poland,Industrial (Old World),0
Solar CSP,Portugal,Industrial (Old World),0
Solar CSP,Puerto Rico,Latin America and the Caribbean,0
Solar CSP,Qatar,Middle East and Northern Africa ,0
Solar CSP,Réunion,Sub-Saharan Africa,0
Solar CSP,Romania,Industrial (Old World),0
Solar CSP,Russia,Former Soviet Union,0
Solar CSP,Rwanda,Sub-Saharan Africa,0
Solar CSP,Saudi Arabia,Middle East and Northern Africa ,0
Solar CSP,Senegal,Sub-Saharan Africa,0
Solar CSP,Serbia (incl. Kosovo),Industrial (Old World),0
Solar CSP,Sierra Leone,Sub-Saharan Africa,0
Solar CSP,Singapore,Rest of Asia,0
Solar CSP,Slovakia,Industrial (Old World),0
Solar CSP,Slovenia,Industrial (Old World),0
Solar CSP,Solomon Islands,Rest of Asia,0
Solar CSP,Somalia,Sub-Saharan Africa,0
Solar CSP,South Africa,Sub-Saharan Africa,0.3
Solar CSP,South Korea,Industrial (Old World),0
Solar CSP,South Sudan,Sub-Saharan Africa,0
Solar CSP,Spain,Industrial (Old World),2.3
Solar CSP,Sri Lanka,Rest of Asia,0
Solar CSP,Sudan,Sub-Saharan Africa,0
Solar CSP,Suriname,Latin America and the Caribbean,0
Solar CSP,Swaziland,Sub-Saharan Africa,0
Solar CSP,Sweden,Industrial (Old World),0
Solar CSP,Switzerland,Industrial (Old World),0
Solar CSP,Syria,Middle East and Northern Africa ,0
Solar CSP,Taiwan,Rest of Asia,0
Solar CSP,Tajikistan,Former Soviet Union,0
Solar CSP,Tanzania,Sub-Saharan Africa,0
Solar CSP,Thailand,Rest of Asia,0.01
Solar CSP,The Gambia,Sub-Saharan Africa,0
Solar CSP,Timor-Leste,Rest of Asia,0
Solar CSP,Togo,Sub-Saharan Africa,0
Solar CSP,Trinidad and Tobago,Latin America and the Caribbean,0
Solar CSP,Tunisia,Middle East and Northern Africa ,0
Solar CSP,Turkey,Industrial (Old World),0
Solar CSP,Turkmenistan,Former Soviet Union,0
Solar CSP,Uganda,Sub-Saharan Africa,0
Solar CSP,Ukraine,Former Soviet Union,0
Solar CSP,United Arab Emirates,Middle East and Northern Africa ,0.1
Solar CSP,United Kingdom,Industrial (Old World),0
Solar CSP,United States of America,Industrial (New World),1.76
Solar CSP,Uruguay,Latin America and the Caribbean,0
Solar CSP,USSR (former),Former Soviet Union,
Solar CSP,Uzbekistan,Former Soviet Union,0
Solar CSP,Venezuela,Latin America and the Caribbean,0
Solar CSP,Vietnam,Rest of Asia,0
Solar CSP,Yemen,Middle East and Northern Africa ,0
Solar CSP,Zambia,Sub-Saharan Africa,0
Solar CSP,Zimbabwe,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Afghanistan,Rest of Asia,0
Bioenergy & municipal solid waste plants,Albania,Industrial (Old World),0
Bioenergy & municipal solid waste plants,Algeria,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Angola,Sub-Saharan Africa,0.05
Bioenergy & municipal solid waste plants,Argentina,Latin America and the Caribbean,0.67
Bioenergy & municipal solid waste plants,Armenia,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Australia,Industrial (New World),0.83
Bioenergy & municipal solid waste plants,Austria,Industrial (Old World),2
Bioenergy & municipal solid waste plants,Azerbaijan,Former Soviet Union,0.04
Bioenergy & municipal solid waste plants,Bahamas,Latin America and the Caribbean,0
Bioenergy & municipal solid waste plants,Bahrain,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Bangladesh,Rest of Asia,0.01
Bioenergy & municipal solid waste plants,Belarus,Former Soviet Union,0.1
Bioenergy & municipal solid waste plants,Belgium,Industrial (Old World),1.1
Bioenergy & municipal solid waste plants,Belize,Latin America and the Caribbean,0.05
Bioenergy & municipal solid waste plants,Benin,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Bhutan,Rest of Asia,0
Bioenergy & municipal solid waste plants,Bolivia,Latin America and the Caribbean,0.14
Bioenergy & municipal solid waste plants,Bosnia and Herzegovina,Industrial (Old World),0.01
Bioenergy & municipal solid waste plants,Botswana,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Brazil,Latin America and the Caribbean,14.6
Bioenergy & municipal solid waste plants,Brunei,Rest of Asia,0
Bioenergy & municipal solid waste plants,Bulgaria,Industrial (Old World),0.05
Bioenergy & municipal solid waste plants,Burkina Faso,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Burundi,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Cambodia,Rest of Asia,0.03
Bioenergy & municipal solid waste plants,Cameroon,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Canada,Industrial (New World),2.5
Bioenergy & municipal solid waste plants,Cape Verde,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Central African Republic,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Chad,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Chile,Latin America and the Caribbean,0.47
Bioenergy & municipal solid waste plants,China,China,11.23
Bioenergy & municipal solid waste plants,Colombia,Latin America and the Caribbean,0.3
Bioenergy & municipal solid waste plants,Comoros,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Congo,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,"Congo, DR",Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Costa Rica,Latin America and the Caribbean,0.04
Bioenergy & municipal solid waste plants,Côte d'Ivoire,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Croatia,Industrial (Old World),0.09
Bioenergy & municipal solid waste plants,Cuba,Latin America and the Caribbean,0.5
Bioenergy & municipal solid waste plants,Cyprus,Industrial (Old World),0.01
Bioenergy & municipal solid waste plants,Czech Republic,Industrial (Old World),0.83
Bioenergy & municipal solid waste plants,Denmark,Industrial (Old World),2.01
Bioenergy & municipal solid waste plants,Djibouti,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Dominican Republic,Latin America and the Caribbean,0.05
Bioenergy & municipal solid waste plants,Ecuador,Latin America and the Caribbean,0.15
Bioenergy & municipal solid waste plants,Egypt,Middle East and Northern Africa ,0.07
Bioenergy & municipal solid waste plants,El Salvador,Latin America and the Caribbean,0.25
Bioenergy & municipal solid waste plants,Equatorial Guinea,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Eritrea,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Estonia,Former Soviet Union,0.39
Bioenergy & municipal solid waste plants,Ethiopia,Sub-Saharan Africa,0.14
Bioenergy & municipal solid waste plants,Fiji,Rest of Asia,0.05
Bioenergy & municipal solid waste plants,Finland,Industrial (Old World),1.97
Bioenergy & municipal solid waste plants,France,Industrial (Old World),2.15
Bioenergy & municipal solid waste plants,Gabon,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Georgia,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Germany,Industrial (Old World),10.96
Bioenergy & municipal solid waste plants,Ghana,Sub-Saharan Africa,0.01
Bioenergy & municipal solid waste plants,Greece,Industrial (Old World),0.11
Bioenergy & municipal solid waste plants,Guadeloupe,Latin America and the Caribbean,0.03
Bioenergy & municipal solid waste plants,Guatemala,Latin America and the Caribbean,1.09
Bioenergy & municipal solid waste plants,Guinea,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Guinea Bissau,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Guyana,Latin America and the Caribbean,0.04
Bioenergy & municipal solid waste plants,Haiti,Latin America and the Caribbean,0
Bioenergy & municipal solid waste plants,Honduras,Latin America and the Caribbean,0.21
Bioenergy & municipal solid waste plants,Hong Kong SAR,Rest of Asia,0
Bioenergy & municipal solid waste plants,Hungary,Industrial (Old World),0.5
Bioenergy & municipal solid waste plants,Iceland,Industrial (Old World),0
Bioenergy & municipal solid waste plants,India,India,9.5
Bioenergy & municipal solid waste plants,Indonesia,Rest of Asia,1.82
Bioenergy & municipal solid waste plants,Iran,Middle East and Northern Africa ,0.01
Bioenergy & municipal solid waste plants,Iraq,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Ireland,Industrial (Old World),0.14
Bioenergy & municipal solid waste plants,Israel,Middle East and Northern Africa ,0.03
Bioenergy & municipal solid waste plants,Italy,Industrial (Old World),3.89
Bioenergy & municipal solid waste plants,Jamaica,Latin America and the Caribbean,0.03
Bioenergy & municipal solid waste plants,Japan,Industrial (Old World),3.57
Bioenergy & municipal solid waste plants,Jordan,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Kazakhstan,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Kenya,Sub-Saharan Africa,0.09
Bioenergy & municipal solid waste plants,Kuwait,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Kyrgyzstan,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Laos,Rest of Asia,0.04
Bioenergy & municipal solid waste plants,Latvia,Former Soviet Union,0.15
Bioenergy & municipal solid waste plants,Lebanon,Middle East and Northern Africa ,0.01
Bioenergy & municipal solid waste plants,Lesotho,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Liberia,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Libya,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Lithuania,Former Soviet Union,0.09
Bioenergy & municipal solid waste plants,Luxembourg,Industrial (Old World),0.04
Bioenergy & municipal solid waste plants,"Macedonia, FYR",Industrial (Old World),0.01
Bioenergy & municipal solid waste plants,Madagascar,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Malawi,Sub-Saharan Africa,0.01
Bioenergy & municipal solid waste plants,Malaysia,Rest of Asia,1.57
Bioenergy & municipal solid waste plants,Maldives,Rest of Asia,0
Bioenergy & municipal solid waste plants,Mali,Sub-Saharan Africa,0.04
Bioenergy & municipal solid waste plants,Malta,Industrial (Old World),0.01
Bioenergy & municipal solid waste plants,Martinique,Latin America and the Caribbean,0.01
Bioenergy & municipal solid waste plants,Mauritania,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Mauritius,Sub-Saharan Africa,0.09
Bioenergy & municipal solid waste plants,Mexico,Latin America and the Caribbean,1.07
Bioenergy & municipal solid waste plants,Moldova,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Mongolia,Rest of Asia,0
Bioenergy & municipal solid waste plants,Montenegro,Industrial (Old World),0
Bioenergy & municipal solid waste plants,Morocco,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Mozambique,Sub-Saharan Africa,0.01
Bioenergy & municipal solid waste plants,Myanmar,Rest of Asia,0
Bioenergy & municipal solid waste plants,Namibia,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Nepal,Rest of Asia,0
Bioenergy & municipal solid waste plants,Netherlands,Industrial (Old World),1.17
Bioenergy & municipal solid waste plants,New Zealand,Industrial (New World),0.12
Bioenergy & municipal solid waste plants,Nicaragua,Latin America and the Caribbean,0.18
Bioenergy & municipal solid waste plants,Niger,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Nigeria,Sub-Saharan Africa,0.01
Bioenergy & municipal solid waste plants,North Korea,Rest of Asia,0
Bioenergy & municipal solid waste plants,Norway,Industrial (Old World),0.14
Bioenergy & municipal solid waste plants,Oman,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Pakistan,Rest of Asia,0.37
Bioenergy & municipal solid waste plants,Panama,Latin America and the Caribbean,0.03
Bioenergy & municipal solid waste plants,Papua New Guinea,Rest of Asia,0.02
Bioenergy & municipal solid waste plants,Paraguay,Latin America and the Caribbean,0.04
Bioenergy & municipal solid waste plants,Peru,Latin America and the Caribbean,0.18
Bioenergy & municipal solid waste plants,Philippines,Rest of Asia,0.22
Bioenergy & municipal solid waste plants,Poland,Industrial (Old World),0.99
Bioenergy & municipal solid waste plants,Portugal,Industrial (Old World),0.63
Bioenergy & municipal solid waste plants,Puerto Rico,Latin America and the Caribbean,0.01
Bioenergy & municipal solid waste plants,Qatar,Middle East and Northern Africa ,0.04
Bioenergy & municipal solid waste plants,Réunion,Sub-Saharan Africa,0.05
Bioenergy & municipal solid waste plants,Romania,Industrial (Old World),0.14
Bioenergy & municipal solid waste plants,Russia,Former Soviet Union,1.4
Bioenergy & municipal solid waste plants,Rwanda,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Saudi Arabia,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Senegal,Sub-Saharan Africa,0.03
Bioenergy & municipal solid waste plants,Serbia (incl. Kosovo),Industrial (Old World),0.01
Bioenergy & municipal solid waste plants,Sierra Leone,Sub-Saharan Africa,0.03
Bioenergy & municipal solid waste plants,Singapore,Rest of Asia,0.13
Bioenergy & municipal solid waste plants,Slovakia,Industrial (Old World),0.26
Bioenergy & municipal solid waste plants,Slovenia,Industrial (Old World),0.06
Bioenergy & municipal solid waste plants,Solomon Islands,Rest of Asia,0
Bioenergy & municipal solid waste plants,Somalia,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,South Africa,Sub-Saharan Africa,0.26
Bioenergy & municipal solid waste plants,South Korea,Industrial (Old World),2.59
Bioenergy & municipal solid waste plants,South Sudan,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Spain,Industrial (Old World),1.19
Bioenergy & municipal solid waste plants,Sri Lanka,Rest of Asia,0.05
Bioenergy & municipal solid waste plants,Sudan,Sub-Saharan Africa,0.19
Bioenergy & municipal solid waste plants,Suriname,Latin America and the Caribbean,0
Bioenergy & municipal solid waste plants,Swaziland,Sub-Saharan Africa,0.11
Bioenergy & municipal solid waste plants,Sweden,Industrial (Old World),5.58
Bioenergy & municipal solid waste plants,Switzerland,Industrial (Old World),0.45
Bioenergy & municipal solid waste plants,Syria,Middle East and Northern Africa ,0.01
Bioenergy & municipal solid waste plants,Taiwan,Rest of Asia,0.41
Bioenergy & municipal solid waste plants,Tajikistan,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Tanzania,Sub-Saharan Africa,0.07
Bioenergy & municipal solid waste plants,Thailand,Rest of Asia,3.82
Bioenergy & municipal solid waste plants,The Gambia,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Timor-Leste,Rest of Asia,0
Bioenergy & municipal solid waste plants,Togo,Sub-Saharan Africa,0
Bioenergy & municipal solid waste plants,Trinidad and Tobago,Latin America and the Caribbean,0.01
Bioenergy & municipal solid waste plants,Tunisia,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Turkey,Industrial (Old World),0.48
Bioenergy & municipal solid waste plants,Turkmenistan,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Uganda,Sub-Saharan Africa,0.09
Bioenergy & municipal solid waste plants,Ukraine,Former Soviet Union,0.07
Bioenergy & municipal solid waste plants,United Arab Emirates,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,United Kingdom,Industrial (Old World),6.05
Bioenergy & municipal solid waste plants,United States of America,Industrial (New World),16.85
Bioenergy & municipal solid waste plants,Uruguay,Latin America and the Caribbean,0.44
Bioenergy & municipal solid waste plants,USSR (former),Former Soviet Union,
Bioenergy & municipal solid waste plants,Uzbekistan,Former Soviet Union,0
Bioenergy & municipal solid waste plants,Venezuela,Latin America and the Caribbean,0
Bioenergy & municipal solid waste plants,Vietnam,Rest of Asia,0.18
Bioenergy & municipal solid waste plants,Yemen,Middle East and Northern Africa ,0
Bioenergy & municipal solid waste plants,Zambia,Sub-Saharan Africa,0.04
Bioenergy & municipal solid waste plants,Zimbabwe,Sub-Saharan Africa,0.1
